id_estudante,matricula,nome,id_curso,ano_ingresso,situacao,bairro,cidade,idade
872,5509158986,Nicole Novaes,5,2022,ATIVO,Trapiche da Barra,Maceió,21
873,4971437048,Arthur Gabriel Pereira,7,2024,ATIVO,Feitosa,Maceió,35
874,3588408011,Luísa Abreu,3,2023,ATIVO,Ponta Verde,Maceió,19
875,678380889,Danilo da Mota,5,2026,ATIVO,Prado,Maceió,31
876,7722268800,Gustavo Vieira,5,2024,ATIVO,Garça Torta,Maceió,31
877,2100129872,Ana Clara Viana,6,2023,EVADIDO,Ponta Verde,Maceió,35
878,6550057296,Antonella Campos,1,2025,TRANCADO,Jatiúca,Maceió,18
879,5394541437,Marcela Pacheco,4,2022,TRANCADO,Mutange,Maceió,16
880,966600943,Enzo Borges,7,2022,ATIVO,Cruz das Almas,Maceió,30
881,1348854844,Mirella da Mota,3,2026,ATIVO,Bebedouro,Maceió,25
882,8112448149,Diego Macedo,6,2023,ATIVO,Fernão Velho,Maceió,26
883,3064877546,João Gabriel Sousa,7,2022,EVADIDO,Garça Torta,Maceió,27
884,8822953120,Gustavo Nunes,3,2025,ATIVO,Farol,Maceió,17
885,152754241,Maria Sophia Lopes,3,2025,ATIVO,Santo Amaro,Maceió,23
886,772232575,Marcelo da Costa,6,2025,ATIVO,Chã de Bebedouro,Maceió,25
887,9236145906,Luana Câmara,6,2023,ATIVO,Antares,Maceió,34
888,9820797783,Evelyn Lima,2,2022,ATIVO,Santa Izabel,Penedo,24
889,6900764004,Arthur Pastor,3,2026,ATIVO,Centro,Maceió,32
890,6377154774,João Pedro Câmara,1,2024,ATIVO,Garça Torta,Maceió,31
891,492424937,Lucca Martins,5,2022,ATIVO,Garça Torta,Maceió,21
892,1123386834,Pedro Moura,3,2023,ATIVO,São Jorge,Maceió,17
893,5998469859,Enzo da Luz,2,2026,ATIVO,Ponta da Terra,Maceió,32
894,2646393137,Diogo Casa Grande,4,2025,EVADIDO,Riacho Doce,Maceió,27
895,4934128276,Luiz Otávio Siqueira,4,2022,ATIVO,Jaraguá,Maceió,26
896,2310043062,Allana Moraes,3,2023,ATIVO,Jacintinho,Maceió,32
897,1572201927,Luigi Camargo,7,2023,ATIVO,Ponta da Terra,Maceió,23
898,225110826,Emilly Mendonça,7,2024,ATIVO,Trapiche da Barra,Maceió,28
899,9070710760,Rael Nogueira,5,2023,EVADIDO,Pontal da Barra,Maceió,35
900,3219732525,Laura Jesus,3,2023,ATIVO,Jacintinho,Maceió,16
901,5158576919,Matteo Vargas,4,2026,ATIVO,Cidade Universitária,Maceió,32
902,935673523,Apollo Cirino,7,2025,ATIVO,Pedro Sales de Barros,Olho d'Água das Flores,16
903,2575369839,Isis Novais,6,2025,ATIVO,Gruta de Lourdes,Maceió,29
904,4315821891,Yan das Neves,1,2022,ATIVO,Centro,Maceió,33
905,9152012441,Bianca Vargas,4,2023,ATIVO,Canaã,Maceió,21
906,2428848375,José Cavalcante,1,2022,ATIVO,Petrópolis,Maceió,26
907,2642889514,Maria Clara Pimenta,6,2025,ATIVO,Pescaria,Maceió,23
908,6359757282,Milena Vieira,5,2022,TRANCADO,Ponta Verde,Maceió,27
909,9170629221,Maria Cecília Sá,2,2024,EVADIDO,Fernão Velho,Maceió,22
910,3107677410,Julia Duarte,6,2024,ATIVO,Levada,Maceió,33
911,9418845305,Hadassa Fonseca,5,2022,ATIVO,Jardim Petrópolis,Maceió,27
912,881535034,Isabella Almeida,2,2025,ATIVO,Chã da Jaqueira,Maceió,20
913,7763688741,Heloísa Abreu,3,2024,ATIVO,Ouro Preto,Maceió,19
914,7534401944,Bianca da Costa,4,2025,EVADIDO,Riacho Doce,Maceió,32
915,2214065799,Nina Ferreira,4,2026,ATIVO,Farol,Maceió,19
916,6621644592,Maria Sophia Nunes,4,2023,ATIVO,Feitosa,Maceió,26
917,9401739639,João Gabriel Fonseca,2,2025,ATIVO,Pontal da Barra,Maceió,18
918,770192304,Luana Moreira,5,2026,ATIVO,Guaxuma,Maceió,24
919,3876295581,Rodrigo Siqueira,7,2023,ATIVO,Jacarecica,Maceió,30
920,2016558927,Cauã Costela,5,2025,ATIVO,Jardim Petrópolis,Maceió,31
921,1646685950,Luiz Fernando Macedo,1,2024,ATIVO,Serraria,Maceió,18
922,730785900,Benjamin Câmara,5,2022,ATIVO,Serraria,Maceió,31
923,982338996,Aurora da Paz,4,2024,ATIVO,Canaã,Maceió,24
924,4452088411,João Pedro Câmara,4,2023,ATIVO,Pontal da Barra,Maceió,35
925,1692343216,Maria Clara da Conceição,7,2024,ATIVO,Trapiche da Barra,Maceió,18
926,2984572810,Maria da Rosa,2,2023,TRANCADO,Poço,Maceió,18
927,8914682752,Stephany Camargo,2,2025,ATIVO,Jacintinho,Maceió,30
928,1351257229,Maria Cecília Nogueira,4,2023,ATIVO,Jatiúca,Maceió,33
929,6465490787,João Guilherme Brito,6,2024,EVADIDO,Farol,Maceió,24
930,9558244866,Vinícius Correia,3,2026,ATIVO,Poço,Maceió,18
931,6802724538,Otto Marques,4,2022,EVADIDO,Cruz das Almas,Maceió,32
932,9657624483,Maria Laura Abreu,4,2026,ATIVO,Chã da Jaqueira,Maceió,33
933,5211155269,Beatriz Macedo,5,2025,ATIVO,Petrópolis,Maceió,34
934,1347657446,Vitor Mendes,2,2022,ATIVO,São Jorge,Maceió,35
935,3610255066,Caio Fernandes,3,2022,ATIVO,Ponta Grossa,Maceió,24
936,6642346354,Fernanda da Rocha,3,2024,ATIVO,Feitosa,Maceió,35
937,7253452213,Nicolas Dias,3,2024,ATIVO,Pitanguinha,Maceió,26
938,7670591924,Cecília Duarte,5,2025,ATIVO,Antares,Maceió,23
939,6268999770,Davi Miguel Ribeiro,2,2025,TRANCADO,Poço,Maceió,19
940,4168850125,Maria Fernanda Ribeiro,2,2024,EVADIDO,Barro Duro,Maceió,21
941,7816235983,Luiz Otávio Almeida,5,2023,ATIVO,Clima Bom,Maceió,23
942,4294828395,Liam Peixoto,6,2023,TRANCADO,Serraria,Maceió,19
943,8514342567,Gabrielly das Neves,6,2025,ATIVO,Santos Dumont,Maceió,18
944,3807180971,Milena das Neves,2,2022,ATIVO,Chã de Bebedouro,Maceió,19
945,8351335064,Vinicius Azevedo,6,2022,ATIVO,Levada,Maceió,22
946,5552523941,Sophie Barros,7,2025,ATIVO,Ponta Grossa,Maceió,25
947,8481829397,Marcelo da Mota,1,2023,ATIVO,Cidade Universitária,Maceió,19
948,5066886098,Luara Moraes,6,2024,ATIVO,Poço,Maceió,32
949,1439084711,Ana Julia Pires,5,2024,ATIVO,Bom Parto,Maceió,26
950,2399628693,Emanuelly da Mota,2,2026,ATIVO,Chã de Bebedouro,Maceió,19
951,3918916399,Rodrigo Siqueira,7,2026,ATIVO,Gruta de Lourdes,Maceió,16
952,2144428807,Gael Marques,4,2026,ATIVO,Prado,Maceió,31
953,1179107781,Maitê Aragão,1,2024,ATIVO,Cruz das Almas,Maceió,23
954,4911317190,Anthony Gabriel Vieira,1,2025,EVADIDO,Ponta Grossa,Maceió,23
955,5801204248,Manuella Porto,2,2024,ATIVO,Feitosa,Maceió,25
956,4817383449,Dom Fernandes,5,2026,ATIVO,Fernão Velho,Maceió,19
957,9981458133,Stella Ramos,5,2022,ATIVO,Ponta Verde,Maceió,30
958,118804389,Calebe Rios,5,2025,ATIVO,Mutange,Maceió,27
959,7780540598,Yuri Ramos,5,2025,ATIVO,Ouro Preto,Maceió,34
960,5843909056,Olivia Dias,7,2024,ATIVO,Ponta Grossa,Maceió,24
961,5745730160,Ravy da Mata,6,2024,ATIVO,Levada,Maceió,22
962,6695715001,Marcos Vinicius Teixeira,5,2025,ATIVO,Canaã,Maceió,28
963,5470034765,Asafe Brito,2,2023,ATIVO,Pontal da Barra,Maceió,18
964,6840907886,Eduarda da Paz,4,2024,ATIVO,Levada,Maceió,35
965,8512260470,Josué Borges,5,2024,ATIVO,Ipioca,Maceió,21
966,2901145393,Mariane Ferreira,1,2025,ATIVO,Ponta Grossa,Maceió,26
967,5801214204,Lara Ribeiro,4,2023,ATIVO,Ponta da Terra,Maceió,29
968,5378973472,Ana Luiza Ribeiro,4,2025,ATIVO,Ouro Preto,Maceió,27
969,6237538981,Isabella Garcia,1,2026,EVADIDO,Serraria,Maceió,33
970,2351722109,Luana da Luz,7,2026,ATIVO,Pontal da Barra,Maceió,24
971,7233395248,Bella Pacheco,3,2023,ATIVO,Pitanguinha,Maceió,27
972,7406372198,Ana Cavalcanti,1,2022,ATIVO,Barro Duro,Maceió,23
973,5685246050,Jade da Rocha,3,2025,ATIVO,Chã da Jaqueira,Maceió,18
974,1507804235,Alice Garcia,5,2024,ATIVO,Pontal da Barra,Maceió,26
975,7005222451,Pedro Pastor,7,2025,ATIVO,Ponta da Terra,Maceió,33
976,6130681845,Guilherme Cassiano,4,2022,ATIVO,Mutange,Maceió,31
977,3494962432,Theodoro Vasconcelos,2,2023,ATIVO,Cidade Universitária,Maceió,35
978,1449086580,Diogo Moraes,4,2023,ATIVO,Pajuçara,Maceió,29
979,3392337400,Maya da Mota,3,2022,ATIVO,Santa Esmeralda,Arapiraca,30
980,3964603896,Lorena Leão,2,2023,ATIVO,Mutange,Maceió,30
981,118225970,Maria Alice Porto,5,2024,ATIVO,Santos Dumont,Maceió,21
982,2280363671,Luan Martins,7,2022,ATIVO,Jaraguá,Maceió,26
983,8644994853,Daniela Rocha,4,2024,EVADIDO,Jacarecica,Maceió,23
984,4620768356,Maria Clara Abreu,1,2025,ATIVO,Prado,Maceió,26
985,8348165687,Luiz Otávio Moraes,1,2023,ATIVO,Rio Novo,Maceió,21
986,973915777,Diego Ramos,6,2022,ATIVO,Petrópolis,Maceió,33
987,3376303097,Stephany Santos,4,2026,EVADIDO,Santa Luzia,Penedo,24
988,9508715594,Bárbara Rios,7,2024,ATIVO,Jatiúca,Maceió,32
989,8348236535,Olivia Cardoso,2,2024,ATIVO,Ipioca,Maceió,21
990,3825488599,Maria Isis Cassiano,2,2026,ATIVO,Serraria,Maceió,23
991,2981969034,Gustavo Henrique Costela,6,2022,ATIVO,Poço,Maceió,33
992,5868424546,Aylla Viana,4,2022,ATIVO,Chã da Jaqueira,Maceió,30
993,8925454981,Gael Nunes,6,2024,EVADIDO,Poço,Maceió,32
994,4914017314,Isabel Caldeira,3,2023,ATIVO,Garça Torta,Maceió,19
995,9980637843,Luiz Fernando Costa,5,2022,ATIVO,Benedito Bentes,Maceió,27
996,4418081859,Jade Borges,3,2024,ATIVO,Jacintinho,Maceió,32
997,4534894899,Thiago Teixeira,6,2022,TRANCADO,Antares,Maceió,25
998,3726548191,Augusto Jesus,1,2026,ATIVO,Poço,Maceió,31
999,9644548973,Enrico Araújo,3,2025,EVADIDO,Bom Parto,Maceió,31
1000,9224773504,Vitor Melo,4,2026,ATIVO,Ponta Grossa,Maceió,16
1001,5857875939,Letícia da Luz,3,2022,ATIVO,Barro Duro,Maceió,33
1002,6291567198,Isabella Macedo,5,2023,ATIVO,Bom Parto,Maceió,25
1003,6542486379,Isaque da Mata,4,2025,ATIVO,Chã da Jaqueira,Maceió,22
1004,2105889421,Lucas das Neves,6,2022,ATIVO,Jaraguá,Maceió,21
1005,2763279012,Arthur Castro,3,2026,ATIVO,Jaraguá,Maceió,18
1006,787481690,João Lucas Moreira,3,2024,ATIVO,Pajuçara,Maceió,26
1007,546601703,Rhavi Fogaça,1,2025,ATIVO,Pescaria,Maceió,21
1008,2701864834,Maria Júlia Alves,3,2026,ATIVO,Santos Dumont,Maceió,33
1009,5943325691,Mateus Porto,1,2024,ATIVO,Poço,Maceió,21
1010,8075955369,Luiz Fernando Dias,2,2022,ATIVO,Ouro Preto,Maceió,17
1011,4679240974,Caleb Moraes,1,2022,EVADIDO,Prado,Maceió,32
1012,7136032243,Anthony Lima,7,2022,ATIVO,Barro Duro,Maceió,35
1013,1700267213,Otto da Conceição,7,2026,ATIVO,São Jorge,Maceió,29
1014,1845122923,Emanuella Teixeira,4,2023,ATIVO,Tabuleiro do Martins,Maceió,24
1015,3474854563,Anthony Andrade,2,2023,ATIVO,Ouro Preto,Maceió,25
1016,4369150343,Stephany Fonseca,7,2025,EVADIDO,Ponta Grossa,Maceió,29
1017,4681875785,Liz Sales,6,2022,ATIVO,Pitanguinha,Maceió,17
1018,7084917199,Davi Lucca Vasconcelos,3,2025,TRANCADO,Pedro Sales de Barros,Olho d'Água das Flores,27
1019,2873371035,Matheus da Luz,7,2023,ATIVO,Pitanguinha,Maceió,18
1020,7372167439,Benício Barbosa,2,2022,ATIVO,Santa Lúcia,Maceió,31
1021,5890020970,Bryan Castro,6,2025,ATIVO,Ponta Verde,Maceió,33
1022,7040250797,João Vitor Fernandes,2,2024,ATIVO,Garça Torta,Maceió,25
1023,6847147749,Ester Rodrigues,2,2024,ATIVO,Tabuleiro do Martins,Maceió,31
1024,5031660294,Milena Campos,3,2026,ATIVO,Bom Parto,Maceió,29
1025,3480379947,Vitor Gabriel Macedo,2,2022,ATIVO,Santos Dumont,Maceió,31
1026,5297421428,Vinicius Gomes,1,2025,EVADIDO,Quebra Cachimbo,Barra de São Miguel,28
1027,8754958718,Nathan da Conceição,3,2022,ATIVO,Centro,Maceió,17
1028,4775619356,Isabela Oliveira,1,2022,EVADIDO,Benedito Bentes,Maceió,35
1029,9719579943,Gabriela Pires,5,2022,ATIVO,Canaã,Maceió,26
1030,7409233269,Diego Mendonça,6,2024,ATIVO,Pitanguinha,Maceió,24
1031,3678863334,Luana Câmara,3,2023,ATIVO,Riacho Doce,Maceió,28
1032,8024973874,Vicente Albuquerque,5,2022,TRANCADO,Chã da Jaqueira,Maceió,29
1033,8500483830,Apollo Marques,7,2023,ATIVO,Ponta Verde,Maceió,17
1034,1220944347,Carolina Alves,2,2022,ATIVO,Ipioca,Maceió,31
1035,9828928585,Kamilly Rios,5,2023,ATIVO,Garça Torta,Maceió,17
1036,8970809409,Ana Liz Correia,2,2026,ATIVO,Ipioca,Maceió,25
1037,6757801211,Isabela Gonçalves,4,2024,ATIVO,Ipioca,Maceió,33
1038,6873833302,João Lucas Costela,1,2025,ATIVO,Trapiche da Barra,Maceió,27
1039,9154063897,Antônio Duarte,5,2022,TRANCADO,Trapiche da Barra,Maceió,27
1040,9952242523,Emanuella Rocha,5,2023,TRANCADO,Ponta Grossa,Maceió,16
1041,7214422526,Renan Ferreira,1,2023,TRANCADO,Bebedouro,Maceió,21
1042,2645245217,Zoe Sousa,5,2026,ATIVO,Chã de Bebedouro,Maceió,33
1043,3844202046,Vitor Gabriel Souza,6,2025,EVADIDO,Feitosa,Maceió,33
1044,2000419318,Ana Clara Pastor,7,2025,ATIVO,Feitosa,Maceió,28
1045,2914483671,Benício Costela,4,2023,ATIVO,Jaraguá,Maceió,26
1046,9829613687,Lorenzo Aparecida,5,2022,ATIVO,Mutange,Maceió,29
1047,1367978342,Bruno Teixeira,4,2022,ATIVO,Jardim Petrópolis,Maceió,30
1048,6971926471,Isaac Freitas,7,2026,ATIVO,Ponta Verde,Maceió,22
1049,7738047722,Pedro Miguel Rios,5,2025,TRANCADO,Pontal da Barra,Maceió,27
1050,9266438038,Luiz Otávio Aragão,6,2026,ATIVO,Rio Novo,Maceió,24
1051,4361194461,Diego Cassiano,3,2023,ATIVO,Farol,Maceió,18
1052,1844801784,Matheus Cavalcanti,2,2023,ATIVO,Jatiúca,Maceió,27
1053,716460202,Rael Vasconcelos,1,2025,EVADIDO,Santa Lúcia,Maceió,34
1054,3455397225,Kamilly Montenegro,1,2022,ATIVO,Santa Lúcia,Maceió,23
1055,5523642873,Henry da Cruz,3,2026,ATIVO,Prado,Maceió,32
1056,3997043790,Anna Liz Fonseca,7,2025,TRANCADO,Santa Amélia,Maceió,27
1057,834075606,Marcelo Gomes,5,2022,ATIVO,Ponta Verde,Maceió,31
1058,5832205166,Felipe Martins,4,2022,ATIVO,Farol,Maceió,31
1059,519383470,Sabrina Siqueira,2,2022,ATIVO,Feitosa,Maceió,28
1060,5607768275,Kevin Silveira,4,2026,ATIVO,Mutange,Maceió,34
1061,2836889107,Luana Cunha,2,2026,ATIVO,Ponta Verde,Maceió,17
1062,4711298649,Melina Brito,3,2022,ATIVO,Bebedouro,Maceió,25
1063,978533910,Josué Cardoso,7,2025,ATIVO,Tabuleiro do Martins,Maceió,26
1064,1225275094,Luiz Miguel Rocha,4,2025,ATIVO,Garça Torta,Maceió,31
1065,5326508575,Ana Liz Vargas,7,2025,ATIVO,Pinheiro,Maceió,32
1066,4995806332,Yan Porto,6,2026,ATIVO,Canaã,Maceió,33
1067,1509177333,Eduardo Nascimento,7,2024,ATIVO,Feitosa,Maceió,28
1068,7202338513,Vinicius Farias,4,2022,ATIVO,Santa Izabel,Penedo,27
1069,6055192052,André Farias,1,2022,ATIVO,Ponta da Terra,Maceió,32
1070,6263473786,Enrico Pires,3,2022,ATIVO,Barro Duro,Maceió,22
1071,6636382612,Heloisa da Cruz,2,2026,ATIVO,Clima Bom,Maceió,29
1072,88267932,Matteo Moura,2,2022,ATIVO,Trapiche da Barra,Maceió,19
1073,9491496476,Júlia Dias,7,2023,ATIVO,Pescaria,Maceió,25
1074,3113719263,Anthony Gabriel Lopes,5,2023,ATIVO,Benedito Bentes,Maceió,18
1075,1038166048,Rafael Peixoto,2,2026,ATIVO,Fernão Velho,Maceió,20
1076,1987016468,Oliver Viana,3,2026,ATIVO,Ponta da Terra,Maceió,23
1077,3005143409,Jade Carvalho,6,2024,ATIVO,Clima Bom,Maceió,22
1078,7413017206,Natália Caldeira,1,2026,ATIVO,Fernão Velho,Maceió,23
1079,2299020373,Anthony Gabriel Novaes,1,2022,ATIVO,Ponta Verde,Maceió,19
1080,8990787158,Isabel Castro,4,2022,ATIVO,Ponta Grossa,Maceió,18
1081,5399429697,Luna Andrade,6,2026,ATIVO,Garça Torta,Maceió,26
1082,4344802708,Alexandre Marques,3,2025,ATIVO,Cidade Universitária,Maceió,17
1083,5767652847,Hellena Monteiro,1,2026,ATIVO,São Jorge,Maceió,20
1084,2262107003,Maria Alice Porto,7,2022,ATIVO,São Jorge,Maceió,34
1085,1999366710,Cecília da Rocha,1,2023,TRANCADO,Cidade Universitária,Maceió,24
1086,896797275,Alice Silva,1,2025,ATIVO,Feitosa,Maceió,34
1087,9828186247,Maria Alice Caldeira,2,2025,ATIVO,Gruta de Lourdes,Maceió,33
1088,8684506474,Luiz Felipe Porto,1,2026,EVADIDO,Rio Novo,Maceió,32
1089,657498950,Arthur Cassiano,7,2026,ATIVO,Ponta Verde,Maceió,34
1090,546515696,Maya Guerra,4,2026,ATIVO,Pontal da Barra,Maceió,16
1091,5996192157,Cauê Mendes,5,2026,ATIVO,Santa Amélia,Maceió,31
1092,8553861304,Nicole Moraes,2,2024,ATIVO,Bebedouro,Maceió,30
1093,5434511624,Asafe Gomes,3,2022,ATIVO,Guaxuma,Maceió,16
1094,4724539714,Theo Câmara,1,2026,TRANCADO,Barro Duro,Maceió,32
1095,7230086360,Davi Nunes,1,2026,EVADIDO,Trapiche da Barra,Maceió,27
1096,2665799420,Mateus Borges,3,2024,ATIVO,Fernão Velho,Maceió,16
1097,755970047,Cauã Moreira,6,2025,ATIVO,Canaã,Maceió,17
1098,7368830552,Aylla da Rosa,5,2025,ATIVO,Ponta da Terra,Maceió,24
1099,2865657984,Rafael da Mota,7,2022,ATIVO,Jacintinho,Maceió,16
1100,6379910858,Natália Rodrigues,2,2023,ATIVO,Chã de Bebedouro,Maceió,34
1101,7439914049,Yuri Siqueira,3,2022,EVADIDO,Farol,Maceió,31
1102,2234861285,Júlia Almeida,4,2025,ATIVO,Garça Torta,Maceió,21
1103,4648915428,Raul Fernandes,6,2025,ATIVO,Jacintinho,Maceió,19
1104,5370841777,Maria Liz Monteiro,4,2023,ATIVO,Santa Amélia,Maceió,31
1105,9545049058,Ana Clara Mendes,7,2022,ATIVO,Poço,Maceió,32
1106,1484262017,João Gabriel Moura,5,2026,TRANCADO,Benedito Bentes,Maceió,17
1107,570313063,Ana Vitória da Conceição,7,2023,ATIVO,Guaxuma,Maceió,18
1108,7253233093,Stella Correia,2,2024,ATIVO,Bebedouro,Maceió,23
1109,8512485406,Mirella Fonseca,3,2023,EVADIDO,Canaã,Maceió,16
1110,1770042499,Ester Melo,7,2025,ATIVO,Santo Amaro,Maceió,17
1111,8201725228,Júlia da Mata,1,2025,ATIVO,Poço,Maceió,27
1112,6737002472,Ana Luiza Gomes,5,2023,ATIVO,Tabuleiro do Martins,Maceió,23
1113,984055561,Maya Aparecida,1,2025,ATIVO,Chã de Bebedouro,Maceió,33
1114,584358632,Marina Rios,4,2022,ATIVO,Chã de Bebedouro,Maceió,22
1115,2351819384,Olivia Ramos,7,2023,ATIVO,Jatiúca,Maceió,24
1116,8872640868,Kamilly Silva,1,2022,ATIVO,Trapiche da Barra,Maceió,34
1117,4677324697,Bernardo Pinto,6,2022,ATIVO,Benedito Bentes,Maceió,19
1118,5489805630,Marcela da Cunha,2,2025,ATIVO,Feitosa,Maceió,19
1119,4566830103,Aylla Costela,6,2023,ATIVO,Jacarecica,Maceió,18
1120,7379172606,José Miguel Pimenta,5,2023,TRANCADO,Chã da Jaqueira,Maceió,27
1121,6485095000,Maria Fernanda Farias,7,2023,ATIVO,Mangabeiras,Maceió,17
1122,2912924107,Pedro Lucas da Conceição,1,2025,EVADIDO,Poço,Maceió,16
1123,2041206113,Aylla Dias,1,2022,ATIVO,Poço,Maceió,33
1124,828848019,Heloisa da Luz,5,2024,ATIVO,Ipioca,Maceió,34
1125,2745754732,Enzo Gabriel Cirino,2,2023,TRANCADO,Sonho Verde,Palmeira dos Índios,20
1126,3446517796,Evelyn Brito,5,2024,ATIVO,Centro,Maceió,20
1127,1938387485,Brenda Moraes,4,2026,ATIVO,Garça Torta,Maceió,16
1128,9547752942,Daniel Mendonça,7,2026,ATIVO,Garça Torta,Maceió,20
1129,5516256079,Antony Vasconcelos,7,2026,ATIVO,Pinheiro,Maceió,30
1130,9500006031,Valentina da Cruz,6,2022,ATIVO,Cruz das Almas,Maceió,35
1131,7755481225,Dom Pastor,1,2026,ATIVO,Jatiúca,Maceió,23
1132,3850642508,Danilo Viana,7,2022,ATIVO,Centro,Palmeira dos Índios,17
1133,6845008337,Sophie Pastor,1,2024,EVADIDO,Benedito Bentes,Maceió,32
1134,805641111,Carolina Montenegro,4,2022,ATIVO,Canafístula,Arapiraca,18
1135,5770929147,Diogo Cirino,7,2025,ATIVO,Petrópolis,Maceió,30
1136,2404216889,José Machado,3,2023,TRANCADO,Jacarecica,Maceió,27
1137,10395919,Marcela Dias,5,2024,ATIVO,Vila Maria,Palmeira dos Índios,25
1138,6864243544,Ester Dias,5,2025,ATIVO,Canaã,Maceió,34
1139,3001593922,Isadora Pastor,2,2023,ATIVO,Jardim Petrópolis,Maceió,33
1140,3997111620,Ryan da Conceição,3,2022,ATIVO,Guaxuma,Maceió,18
1141,337181039,Bruno Pereira,4,2026,ATIVO,Santa Izabel,Penedo,19
1142,4920657041,Ravi das Neves,1,2022,ATIVO,Senhor do Bonfim,Penedo,25
1143,5272763472,Henrique Araújo,5,2023,ATIVO,Jardim Petrópolis,Maceió,32
1144,2992591652,Ana Lívia Rezende,1,2026,ATIVO,Jacintinho,Maceió,24
1145,8349234924,Vitor Gabriel Jesus,7,2023,ATIVO,Canaã,Maceió,23
1146,6894418179,Maria Laura Ferreira,3,2026,ATIVO,Antares,Maceió,17
1147,6392818189,Mariane da Mota,1,2022,ATIVO,Tabuleiro do Martins,Maceió,21
1148,2372153947,Lunna da Mata,4,2023,ATIVO,São Jorge,Maceió,35
1149,5970988748,Kevin Cunha,5,2025,EVADIDO,Pontal da Barra,Maceió,21
1150,3476628124,Marina Gonçalves,6,2024,ATIVO,Gruta de Lourdes,Maceió,23
1151,32278764,Caleb Nogueira,6,2022,ATIVO,Santa Lúcia,Maceió,18
1152,4772276673,Sabrina da Paz,6,2024,ATIVO,Jardim Petrópolis,Maceió,23
1153,1231273629,Maria Alice Vieira,5,2026,ATIVO,Bom Parto,Maceió,34
1154,8917852302,Benicio Machado,3,2026,ATIVO,Alto do Cruzeiro,Palmeira dos Índios,19
1155,9453690317,Nicole da Cruz,2,2025,ATIVO,Santos Dumont,Maceió,30
1156,8467254481,Henry Lopes,2,2026,ATIVO,Clima Bom,Maceió,33
1157,5984601460,Rodrigo Siqueira,4,2026,TRANCADO,Tabuleiro do Martins,Maceió,26
1158,4106862276,Vitor Gabriel Novais,3,2023,TRANCADO,Cruz das Almas,Maceió,35
1159,2427696566,Valentina da Mota,4,2022,ATIVO,Pajuçara,Maceió,25
1160,4603578672,Luiz Miguel Leão,1,2026,ATIVO,Chã da Jaqueira,Maceió,24
1161,3001479577,Maria Flor Almeida,4,2026,ATIVO,Bebedouro,Maceió,28
1162,5321912480,Alana Dias,3,2025,ATIVO,Chã da Jaqueira,Maceió,26
1163,2085042139,Vitória da Paz,3,2026,ATIVO,Santo Amaro,Maceió,29
1164,5669166296,Yasmin Nunes,3,2023,ATIVO,Bom Parto,Maceió,23
1165,7672218212,Maria Helena Jesus,5,2026,ATIVO,Ouro Preto,Maceió,27
1166,7541986701,Clarice Pimenta,5,2022,TRANCADO,Gruta de Lourdes,Maceió,16
1167,431144413,Ian Machado,3,2026,ATIVO,Vergel do Lago,Maceió,17
1168,6778800855,Gabrielly Lopes,5,2023,ATIVO,Farol,Maceió,24
1169,4334165705,Ayla da Rosa,1,2023,ATIVO,Clima Bom,Maceió,30
1170,3846747117,Olívia da Paz,1,2026,ATIVO,Jaraguá,Maceió,31
1171,6042876463,Diogo Marques,2,2025,ATIVO,Mutange,Maceió,21
1172,7214049969,Maria Eduarda Cavalcanti,4,2026,TRANCADO,Jaraguá,Maceió,28
1173,1394750097,Benicio Dias,6,2025,ATIVO,Santos Dumont,Maceió,33
1174,5477829151,Otto Farias,6,2024,ATIVO,Clima Bom,Maceió,24
1175,3720815530,Nicolas Campos,2,2026,ATIVO,Chã de Bebedouro,Maceió,35
1176,7229637721,Luiz Fernando Albuquerque,6,2024,ATIVO,Feitosa,Maceió,33
1177,810152731,Isabelly Mendes,2,2025,ATIVO,Pinheiro,Maceió,22
1178,8673109952,Maria Sophia Rocha,6,2024,ATIVO,Fernão Velho,Maceió,29
1179,5677246965,Jade Borges,6,2022,ATIVO,Chã da Jaqueira,Maceió,30
1180,6218711792,Arthur Gabriel Sá,2,2024,ATIVO,Jacarecica,Maceió,20
1181,5505424324,Emanuelly Fogaça,2,2025,ATIVO,Pedro Sales de Barros,Olho d'Água das Flores,20
1182,714332585,Brenda Gomes,4,2023,TRANCADO,Jaraguá,Maceió,31
1183,2449825559,Yago Azevedo,6,2022,ATIVO,Ponta da Terra,Maceió,27
1184,9144333896,Alana Machado,2,2026,EVADIDO,Santo Amaro,Maceió,26
1185,2402198299,Luara Moreira,1,2024,ATIVO,Cidade Universitária,Maceió,18
1186,5367797763,Davi Lucca Brito,5,2024,ATIVO,Cruz das Almas,Maceió,26
1187,5715280758,João Pedro Moreira,5,2026,ATIVO,Riacho Doce,Maceió,23
1188,5322410763,Gustavo Henrique Sales,2,2025,ATIVO,Bebedouro,Maceió,35
1189,9094645015,Francisco Silveira,5,2026,ATIVO,Rio Novo,Maceió,33
1190,9097628108,Joana Azevedo,7,2026,ATIVO,Jatiúca,Maceió,31
1191,8546262494,Rhavi Freitas,3,2026,ATIVO,Santa Amélia,Maceió,28
1192,5107859056,Alexia Machado,5,2026,ATIVO,Serraria,Maceió,24
1193,2852680015,Vicente da Mota,2,2024,ATIVO,Bom Parto,Maceió,25
1194,8909600197,Vitória das Neves,7,2024,ATIVO,Tabuleiro do Martins,Maceió,24
1195,2438508500,Cauê Nascimento,4,2024,TRANCADO,Ponta da Terra,Maceió,31
